Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,collected_by,Collection_Date,collection_site_id,concentration_method,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,extraction_control,extraction_method,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Instrument,isolation_source,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,project_name,purpose_of_ww_sampling,purpose_of_ww_sequencing,ReleaseDate,create_date,version,Sample Name,sequenced_by,SRA Study,ww_population,ww_population_source,ww_sample_duration,ww_sample_matrix,ww_sample_site,ww_sample_type,ww_surv_system_sample_id,ww_surv_target_1_conc_unit,ww_surv_target_1_gene,ww_surv_target_1_known_present,ww_surv_target_1,ww_surv_target_1_conc,ww_flow,instantaneous_flow,amplicon_PCR_primer_scheme (run),replicate
SRR24838197,AMPLICON,237,75057607,PRJNA850375,SAMN35627937,SARS-CoV-2: wastewater surveillance,39437612,CDPHE-COVID,CDPHE,2023-04-27,SE,innovaprep ultrafiltration,public,"activ_sars2_vcf,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX20602603,MHV,qiagen EZ1 RNA extraction kit,USA,North America,"USA: Colorado\, El Paso\, county",Illumina MiSeq,wastewater,SE20230427,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,SARS-CoV-2 Colorado wastewater genomic surveillance Raw sequence reads,public health surveillance community-level,diversity of mutations across entire genome,2023-06-07T00:00:00Z,2024-02-04T12:39:00Z,3,SE20230427,CDPHE,SRP393881,303855,census blocks clipped to wastewater service area polygon,24 hours,raw wastewater,wastewater treatment plant,composite,SE20230427,copies/L,n1,no,SARS-CoV-2,51336.32806,27.38,NaN,,
SRR24838198,AMPLICON,238,98626239,PRJNA850375,SAMN35627936,SARS-CoV-2: wastewater surveillance,52677068,CDPHE-COVID,CDPHE,2023-04-27,SD,innovaprep ultrafiltration,public,"activ_sars2_vcf,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX20602602,MHV,qiagen EZ1 RNA extraction kit,USA,North America,"USA: Colorado\, El Paso\, county",Illumina MiSeq,wastewater,SD20230427,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,SARS-CoV-2 Colorado wastewater genomic surveillance Raw sequence reads,public health surveillance community-level,diversity of mutations across entire genome,2023-06-07T00:00:00Z,2024-02-02T11:23:00Z,3,SD20230427,CDPHE,SRP393881,102204,census blocks clipped to wastewater service area polygon,24 hours,raw wastewater,wastewater treatment plant,composite,SD20230427,copies/L,n1,no,SARS-CoV-2,36114.97131,9.19,NaN,,
SRR24838199,AMPLICON,240,71516530,PRJNA850375,SAMN35627935,SARS-CoV-2: wastewater surveillance,37569705,CDPHE-COVID,CDPHE,2023-04-27,SC,innovaprep ultrafiltration,public,"activ_sars2_vcf,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX20602601,MHV,qiagen EZ1 RNA extraction kit,USA,North America,"USA: Colorado\, Broomfield\, county",Illumina MiSeq,wastewater,SC20230427,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,SARS-CoV-2 Colorado wastewater genomic surveillance Raw sequence reads,public health surveillance community-level,diversity of mutations across entire genome,2023-06-07T00:00:00Z,2024-02-04T17:37:00Z,3,SC20230427,CDPHE,SRP393881,53356,census blocks clipped to wastewater service area polygon,24 hours,raw wastewater,wastewater treatment plant,composite,SC20230427,copies/L,n1,no,SARS-CoV-2,57775.26816,6.824439999999999,NaN,,
SRR24838200,AMPLICON,248,99116637,PRJNA850375,SAMN35627791,SARS-CoV-2: wastewater surveillance,52737598,CDPHE-COVID,CDPHE,2023-04-24,MT,innovaprep ultrafiltration,public,"activ_sars2_vcf,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX20602600,MHV,qiagen EZ1 RNA extraction kit,USA,North America,"USA: Colorado\, Montrose\, county",Illumina MiSeq,wastewater,MT20230424,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,SARS-CoV-2 Colorado wastewater genomic surveillance Raw sequence reads,public health surveillance community-level,diversity of mutations across entire genome,2023-06-07T00:00:00Z,2024-02-06T16:21:00Z,3,MT20230424,CDPHE,SRP393881,30857,census blocks clipped to wastewater service area polygon,24 hours,raw wastewater,wastewater treatment plant,composite,MT20230424,copies/L,n2,no,SARS-CoV-2,94500.0,1.89,NaN,,
SRR24838201,AMPLICON,241,84423790,PRJNA850375,SAMN35627954,SARS-CoV-2: wastewater surveillance,44494161,CDPHE-COVID,CDPHE,2023-05-01,SB,innovaprep ultrafiltration,public,"activ_sars2_vcf,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX20602599,MHV,qiagen EZ1 RNA extraction kit,USA,North America,"USA: Colorado\, Boulder\, county",Illumina MiSeq,wastewater,SB20230501,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,SARS-CoV-2 Colorado wastewater genomic surveillance Raw sequence reads,public health surveillance community-level,diversity of mutations across entire genome,2023-06-07T00:00:00Z,2024-02-05T11:04:00Z,3,SB20230501,CDPHE,SRP393881,89383,census blocks clipped to wastewater service area polygon,24 hours,raw wastewater,wastewater treatment plant,composite,SB20230501,copies/L,n1,no,SARS-CoV-2,76833.15908,11.58,NaN,,
SRR24838202,AMPLICON,243,77727785,PRJNA850375,SAMN35627953,SARS-CoV-2: wastewater surveillance,40497543,CDPHE-COVID,CDPHE,2023-05-01,SA,innovaprep ultrafiltration,public,"activ_sars2_vcf,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX20602598,MHV,qiagen EZ1 RNA extraction kit,USA,North America,"USA: Colorado\, Adams Arapahoe\, county",Illumina MiSeq,wastewater,SA20230501,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,SARS-CoV-2 Colorado wastewater genomic surveillance Raw sequence reads,public health surveillance community-level,diversity of mutations across entire genome,2023-06-07T00:00:00Z,2024-02-05T16:52:00Z,3,SA20230501,CDPHE,SRP393881,268004,census blocks clipped to wastewater service area polygon,24 hours,raw wastewater,wastewater treatment plant,composite,SA20230501,copies/L,n1,no,SARS-CoV-2,89591.65826,4.7498,NaN,,
SRR24838203,AMPLICON,240,78808622,PRJNA850375,SAMN35627952,SARS-CoV-2: wastewater surveillance,42291795,CDPHE-COVID,CDPHE,2023-04-27,LC,innovaprep ultrafiltration,public,"activ_sars2_vcf,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX20602597,MHV,qiagen EZ1 RNA extraction kit,USA,North America,"USA: Colorado\, Larimer Weld\, county",Illumina MiSeq,wastewater,LC20230427,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,SARS-CoV-2 Colorado wastewater genomic surveillance Raw sequence reads,public health surveillance community-level,diversity of mutations across entire genome,2023-06-07T00:00:00Z,2024-02-04T12:54:00Z,3,LC20230427,CDPHE,SRP393881,7946,census blocks clipped to wastewater service area polygon,24 hours,raw wastewater,wastewater treatment plant,composite,LC20230427,copies/L,n1,no,SARS-CoV-2,22536.12286,1.155,NaN,,
SRR24838204,AMPLICON,237,75539851,PRJNA850375,SAMN35627951,SARS-CoV-2: wastewater surveillance,39609065,CDPHE-COVID,CDPHE,2023-04-27,LB,innovaprep ultrafiltration,public,"activ_sars2_vcf,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX20602596,MHV,qiagen EZ1 RNA extraction kit,USA,North America,"USA: Colorado\, Larimer\, county",Illumina MiSeq,wastewater,LB20230427,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,SARS-CoV-2 Colorado wastewater genomic surveillance Raw sequence reads,public health surveillance community-level,diversity of mutations across entire genome,2023-06-07T00:00:00Z,2024-02-04T14:06:00Z,3,LB20230427,CDPHE,SRP393881,9292,census blocks clipped to wastewater service area polygon,24 hours,raw wastewater,wastewater treatment plant,composite,LB20230427,copies/L,n1,no,SARS-CoV-2,52208.951030000004,0.65603,NaN,,
SRR24838205,AMPLICON,237,86901178,PRJNA850375,SAMN35627950,SARS-CoV-2: wastewater surveillance,46649151,CDPHE-COVID,CDPHE,2023-04-27,LA,innovaprep ultrafiltration,public,"activ_sars2_vcf,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX20602595,MHV,qiagen EZ1 RNA extraction kit,USA,North America,"USA: Colorado\, Larimer\, county",Illumina MiSeq,wastewater,LA20230427,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,SARS-CoV-2 Colorado wastewater genomic surveillance Raw sequence reads,public health surveillance community-level,diversity of mutations across entire genome,2023-06-07T00:00:00Z,2024-02-05T23:33:00Z,3,LA20230427,CDPHE,SRP393881,66429,census blocks clipped to wastewater service area polygon,24 hours,raw wastewater,wastewater treatment plant,composite,LA20230427,copies/L,n1,no,SARS-CoV-2,35843.293860000005,5.555,NaN,,
SRR24838206,AMPLICON,235,78738331,PRJNA850375,SAMN35627949,SARS-CoV-2: wastewater surveillance,40773756,CDPHE-COVID,CDPHE,2023-04-27,SR,innovaprep ultrafiltration,public,"activ_sars2_vcf,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX20602594,MHV,qiagen EZ1 RNA extraction kit,USA,North America,"USA: Colorado\, Denver Arapahoe\, county",Illumina MiSeq,wastewater,SR20230427,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,SARS-CoV-2 Colorado wastewater genomic surveillance Raw sequence reads,public health surveillance community-level,diversity of mutations across entire genome,2023-06-07T00:00:00Z,2024-02-06T22:42:00Z,3,SR20230427,CDPHE,SRP393881,247443,census blocks clipped to wastewater service area polygon,missing,raw wastewater,wastewater treatment plant,missing,SR20230427,copies/L,missing,no,SARS-CoV-2,missing,missing,missing,,
SRR24838207,AMPLICON,236,74069163,PRJNA850375,SAMN35627948,SARS-CoV-2: wastewater surveillance,39158331,CDPHE-COVID,CDPHE,2023-04-27,SQ,innovaprep ultrafiltration,public,"activ_sars2_vcf,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX20602593,MHV,qiagen EZ1 RNA extraction kit,USA,North America,"USA: Colorado\, Larimer\, county",Illumina MiSeq,wastewater,SQ20230427,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,SARS-CoV-2 Colorado wastewater genomic surveillance Raw sequence reads,public health surveillance community-level,diversity of mutations across entire genome,2023-06-07T00:00:00Z,2024-02-05T06:46:00Z,3,SQ20230427,CDPHE,SRP393881,23194,census blocks clipped to wastewater service area polygon,missing,raw wastewater,wastewater treatment plant,missing,SQ20230427,copies/L,missing,no,SARS-CoV-2,missing,missing,missing,,
SRR24838208,AMPLICON,239,84557163,PRJNA850375,SAMN35627947,SARS-CoV-2: wastewater surveillance,44825851,CDPHE-COVID,CDPHE,2023-04-27,SP,innovaprep ultrafiltration,public,"activ_sars2_vcf,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX20602592,MHV,qiagen EZ1 RNA extraction kit,USA,North America,"USA: Colorado\, Adams\, county",Illumina MiSeq,wastewater,SP20230427,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,SARS-CoV-2 Colorado wastewater genomic surveillance Raw sequence reads,public health surveillance community-level,diversity of mutations across entire genome,2023-06-07T00:00:00Z,2024-04-11T14:56:00Z,3,SP20230427,CDPHE,SRP393881,54561,census blocks clipped to wastewater service area polygon,24 hours,raw wastewater,wastewater treatment plant,composite,SP20230427,copies/L,n1,no,SARS-CoV-2,51567.5038,3.86,NaN,,
SRR24838209,AMPLICON,238,79293930,PRJNA850375,SAMN35627946,SARS-CoV-2: wastewater surveillance,43152576,CDPHE-COVID,CDPHE,2023-04-27,SO,innovaprep ultrafiltration,public,"activ_sars2_vcf,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX20602591,MHV,qiagen EZ1 RNA extraction kit,USA,North America,"USA: Colorado\, Pueblo\, county",Illumina MiSeq,wastewater,SO20230427,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,SARS-CoV-2 Colorado wastewater genomic surveillance Raw sequence reads,public health surveillance community-level,diversity of mutations across entire genome,2023-06-07T00:00:00Z,2024-02-02T12:16:00Z,3,SO20230427,CDPHE,SRP393881,96515,census blocks clipped to wastewater service area polygon,24 hours,raw wastewater,wastewater treatment plant,composite,SO20230427,copies/L,n1,no,SARS-CoV-2,33878.25497,15.923,NaN,,
SRR24838210,AMPLICON,238,62839824,PRJNA850375,SAMN35627945,SARS-CoV-2: wastewater surveillance,33729575,CDPHE-COVID,CDPHE,2023-04-27,SN,innovaprep ultrafiltration,public,"activ_sars2_vcf,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX20602590,MHV,qiagen EZ1 RNA extraction kit,USA,North America,"USA: Colorado\, Denver\, county",Illumina MiSeq,wastewater,SN20230427,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,SARS-CoV-2 Colorado wastewater genomic surveillance Raw sequence reads,public health surveillance community-level,diversity of mutations across entire genome,2023-06-07T00:00:00Z,2024-02-06T09:39:00Z,3,SN20230427,CDPHE,SRP393881,709904,census blocks clipped to wastewater service area polygon,missing,raw wastewater,wastewater treatment plant,missing,SN20230427,copies/L,missing,no,SARS-CoV-2,missing,missing,missing,,
SRR24838211,AMPLICON,241,91079651,PRJNA850375,SAMN35627964,SARS-CoV-2: wastewater surveillance,48613140,CDPHE-COVID,CDPHE,2023-05-01,SN,innovaprep ultrafiltration,public,"activ_sars2_vcf,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX20602589,MHV,qiagen EZ1 RNA extraction kit,USA,North America,"USA: Colorado\, Denver\, county",Illumina MiSeq,wastewater,SN20230501,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,SARS-CoV-2 Colorado wastewater genomic surveillance Raw sequence reads,public health surveillance community-level,diversity of mutations across entire genome,2023-06-07T00:00:00Z,2024-02-04T19:46:00Z,3,SN20230501,CDPHE,SRP393881,709904,census blocks clipped to wastewater service area polygon,24 hours,raw wastewater,wastewater treatment plant,composite,SN20230501,copies/L,n1,no,SARS-CoV-2,59085.65794,57.8,NaN,,
SRR24838212,AMPLICON,253,84645698,PRJNA850375,SAMN35627792,SARS-CoV-2: wastewater surveillance,47398690,CDPHE-COVID,CDPHE,2023-04-18,OU,innovaprep ultrafiltration,public,"activ_sars2_vcf,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX20602588,MHV,qiagen EZ1 RNA extraction kit,USA,North America,"USA: Colorado\, Ouray\, county",Illumina MiSeq,wastewater,OU20230418,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,SARS-CoV-2 Colorado wastewater genomic surveillance Raw sequence reads,public health surveillance community-level,diversity of mutations across entire genome,2023-06-07T00:00:00Z,2024-02-04T12:08:00Z,3,OU20230418,CDPHE,SRP393881,2152,census blocks clipped to wastewater service area polygon,NaN,raw wastewater,wastewater treatment plant,composite,OU20230418,copies/L,n2,no,SARS-CoV-2,3350.0,,NaN,,
SRR24838213,AMPLICON,240,43770551,PRJNA850375,SAMN35627870,SARS-CoV-2: wastewater surveillance,21044271,CDPHE-COVID,CDPHE,2023-05-08,SG,innovaprep ultrafiltration,public,"activ_sars2_vcf,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX20602587,MHV,qiagen EZ1 RNA extraction kit,USA,North America,"USA: Colorado\, Larimer\, county",Illumina MiSeq,wastewater,SG20230508,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,SARS-CoV-2 Colorado wastewater genomic surveillance Raw sequence reads,public health surveillance community-level,diversity of mutations across entire genome,2023-06-07T00:00:00Z,2024-02-04T22:28:00Z,3,SG20230508,CDPHE,SRP393881,17997,census blocks clipped to wastewater service area polygon,24 hours,raw wastewater,wastewater treatment plant,composite,SG20230508,copies/L,n1,no,SARS-CoV-2,22173.70791,2.372,NaN,,
SRR24838214,AMPLICON,241,48039723,PRJNA850375,SAMN35627869,SARS-CoV-2: wastewater surveillance,24266337,CDPHE-COVID,CDPHE,2023-05-08,SE,innovaprep ultrafiltration,public,"activ_sars2_vcf,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX20602586,MHV,qiagen EZ1 RNA extraction kit,USA,North America,"USA: Colorado\, El Paso\, county",Illumina MiSeq,wastewater,SE20230508,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,SARS-CoV-2 Colorado wastewater genomic surveillance Raw sequence reads,public health surveillance community-level,diversity of mutations across entire genome,2023-06-07T00:00:00Z,2024-02-05T19:48:00Z,3,SE20230508,CDPHE,SRP393881,303855,census blocks clipped to wastewater service area polygon,24 hours,raw wastewater,wastewater treatment plant,composite,SE20230508,copies/L,n1,no,SARS-CoV-2,23687.7149,28.19,NaN,,
SRR24838215,AMPLICON,240,56024057,PRJNA850375,SAMN35627868,SARS-CoV-2: wastewater surveillance,28096150,CDPHE-COVID,CDPHE,2023-05-08,SD,innovaprep ultrafiltration,public,"activ_sars2_vcf,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX20602585,MHV,qiagen EZ1 RNA extraction kit,USA,North America,"USA: Colorado\, El Paso\, county",Illumina MiSeq,wastewater,SD20230508,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,SARS-CoV-2 Colorado wastewater genomic surveillance Raw sequence reads,public health surveillance community-level,diversity of mutations across entire genome,2023-06-07T00:00:00Z,2024-02-04T15:09:00Z,3,SD20230508,CDPHE,SRP393881,102204,census blocks clipped to wastewater service area polygon,24 hours,raw wastewater,wastewater treatment plant,composite,SD20230508,copies/L,n1,no,SARS-CoV-2,43603.79349,8.88,NaN,,
SRR24838216,AMPLICON,238,48979682,PRJNA850375,SAMN35627874,SARS-CoV-2: wastewater surveillance,23501592,CDPHE-COVID,CDPHE,2023-05-08,SK,innovaprep ultrafiltration,public,"activ_sars2_vcf,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX20602584,MHV,qiagen EZ1 RNA extraction kit,USA,North America,"USA: Colorado\, Boulder Weld\, county",Illumina MiSeq,wastewater,SK20230508,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,SARS-CoV-2 Colorado wastewater genomic surveillance Raw sequence reads,public health surveillance community-level,diversity of mutations across entire genome,2023-06-07T00:00:00Z,2024-02-04T21:22:00Z,3,SK20230508,CDPHE,SRP393881,75544,census blocks clipped to wastewater service area polygon,24 hours,raw wastewater,wastewater treatment plant,composite,SK20230508,copies/L,n1,no,SARS-CoV-2,113917.0019,7.05,NaN,,
SRR24838217,AMPLICON,240,62718172,PRJNA850375,SAMN35627873,SARS-CoV-2: wastewater surveillance,30116119,CDPHE-COVID,CDPHE,2023-05-08,SJ,innovaprep ultrafiltration,public,"activ_sars2_vcf,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX20602583,MHV,qiagen EZ1 RNA extraction kit,USA,North America,"USA: Colorado\, Weld\, county",Illumina MiSeq,wastewater,SJ20230508,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,SARS-CoV-2 Colorado wastewater genomic surveillance Raw sequence reads,public health surveillance community-level,diversity of mutations across entire genome,2023-06-07T00:00:00Z,2024-02-04T13:33:00Z,3,SJ20230508,CDPHE,SRP393881,83319,census blocks clipped to wastewater service area polygon,missing,raw wastewater,wastewater treatment plant,missing,SJ20230508,copies/L,missing,no,SARS-CoV-2,missing,missing,missing,,
SRR24838218,AMPLICON,235,68545016,PRJNA850375,SAMN35627872,SARS-CoV-2: wastewater surveillance,32277872,CDPHE-COVID,CDPHE,2023-05-08,SI,innovaprep ultrafiltration,public,"activ_sars2_vcf,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX20602582,MHV,qiagen EZ1 RNA extraction kit,USA,North America,"USA: Colorado\, Larimer\, county",Illumina MiSeq,wastewater,SI20230508,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,SARS-CoV-2 Colorado wastewater genomic surveillance Raw sequence reads,public health surveillance community-level,diversity of mutations across entire genome,2023-06-07T00:00:00Z,2024-02-01T14:05:00Z,3,SI20230508,CDPHE,SRP393881,26621,census blocks clipped to wastewater service area polygon,24 hours,raw wastewater,wastewater treatment plant,composite,SI20230508,copies/L,n1,no,SARS-CoV-2,31977.07552,2.23,NaN,,
SRR24838219,AMPLICON,240,68654059,PRJNA850375,SAMN35627851,SARS-CoV-2: wastewater surveillance,40303800,CDPHE-COVID,CDPHE,2023-04-27,AN,innovaprep ultrafiltration,public,"activ_sars2_vcf,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX20602581,MHV,qiagen EZ1 RNA extraction kit,USA,North America,"USA: Colorado\, Eagle\, county",Illumina MiSeq,wastewater,AN20230427,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,SARS-CoV-2 Colorado wastewater genomic surveillance Raw sequence reads,public health surveillance community-level,diversity of mutations across entire genome,2023-06-07T00:00:00Z,2024-02-06T18:33:00Z,3,AN20230427,CDPHE,SRP393881,30714,census blocks clipped to wastewater service area polygon,24 hours,raw wastewater,wastewater treatment plant,composite,AN20230427,copies/L,n2,no,SARS-CoV-2,12700.0,1.54,NaN,,
SRR24838220,AMPLICON,250,101504585,PRJNA850375,SAMN35627850,SARS-CoV-2: wastewater surveillance,58729786,CDPHE-COVID,CDPHE,2023-05-02,BD,innovaprep ultrafiltration,public,"activ_sars2_vcf,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX20602580,MHV,qiagen EZ1 RNA extraction kit,USA,North America,"USA: Colorado\, Pitkin\, county",Illumina MiSeq,wastewater,BD20230502,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,SARS-CoV-2 Colorado wastewater genomic surveillance Raw sequence reads,public health surveillance community-level,diversity of mutations across entire genome,2023-06-07T00:00:00Z,2024-02-16T17:45:00Z,3,BD20230502,CDPHE,SRP393881,5714,census blocks clipped to wastewater service area polygon,24 hours,raw wastewater,wastewater treatment plant,composite,BD20230502,copies/L,n2,no,SARS-CoV-2,6460.0,0.26,NaN,,
