Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,collected_by,Collection_Date,collection_site_id,concentration_method,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,extraction_control,extraction_method,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Instrument,isolation_source,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,project_name,purpose_of_ww_sampling,purpose_of_ww_sequencing,ReleaseDate,create_date,version,Sample Name,sequenced_by,SRA Study,ww_population,ww_population_source,ww_sample_duration,ww_sample_matrix,ww_sample_site,ww_sample_type,ww_surv_system_sample_id,ww_surv_target_1_conc_unit,ww_surv_target_1_gene,ww_surv_target_1_known_present,ww_surv_target_1,ww_surv_target_1_conc,ww_flow,instantaneous_flow,amplicon_PCR_primer_scheme (run),replicate
SRR23590330,AMPLICON,302,98436598,PRJNA850375,SAMN33417214,SARS-CoV-2: wastewater surveillance,50210858,CDPHE-COVID,CDPHE,2022-11-29,CC,innovaprep ultrafiltration,public,"activ_sars2_vcf,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX19475485,MHV,qiagen EZ1 RNA extraction kit,USA,North America,"USA: Colorado\, Teller\, county",Illumina MiSeq,wastewater,CC20221129,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,SARS-CoV-2 Colorado wastewater genomic surveillance Raw sequence reads,public health surveillance community-level,diversity of mutations across entire genome,2023-02-22T00:00:00Z,2024-02-05T22:52:00Z,3,CC20221129,CDPHE,SRP393881,7143,census blocks clipped to wastewater service area polygon,24 hours,raw wastewater,wastewater treatment plant,composite,CC20221129,copies/L,n2,no,SARS-CoV-2,211000.0,0.138,NaN,,
SRR23590331,AMPLICON,302,87119752,PRJNA850375,SAMN33417213,SARS-CoV-2: wastewater surveillance,45558711,CDPHE-COVID,CDPHE,2022-11-28,TR,innovaprep ultrafiltration,public,"activ_sars2_vcf,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX19475484,MHV,qiagen EZ1 RNA extraction kit,USA,North America,"USA: Colorado\, San Miguel\, county",Illumina MiSeq,wastewater,TR20221128,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,SARS-CoV-2 Colorado wastewater genomic surveillance Raw sequence reads,public health surveillance community-level,diversity of mutations across entire genome,2023-02-22T00:00:00Z,2024-02-07T06:58:00Z,3,TR20221128,CDPHE,SRP393881,15000,census blocks clipped to wastewater service area polygon,24 hours,raw wastewater,wastewater treatment plant,composite,TR20221128,copies/L,n2,no,SARS-CoV-2,293000.0,0.5,NaN,,
SRR23590332,AMPLICON,302,90303436,PRJNA850375,SAMN33417212,SARS-CoV-2: wastewater surveillance,47752018,CDPHE-COVID,CDPHE,2022-11-28,AL,innovaprep ultrafiltration,public,"activ_sars2_vcf,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX19475483,MHV,qiagen EZ1 RNA extraction kit,USA,North America,"USA: Colorado\, Alamosa\, county",Illumina MiSeq,wastewater,AL20221128,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,SARS-CoV-2 Colorado wastewater genomic surveillance Raw sequence reads,public health surveillance community-level,diversity of mutations across entire genome,2023-02-22T00:00:00Z,2024-02-06T23:21:00Z,3,AL20221128,CDPHE,SRP393881,18364,census blocks clipped to wastewater service area polygon,24 hours,raw wastewater,wastewater treatment plant,composite,AL20221128,copies/L,n2,no,SARS-CoV-2,98200.0,0.935,NaN,,
SRR23590333,AMPLICON,302,83062080,PRJNA850375,SAMN33417211,SARS-CoV-2: wastewater surveillance,42421242,CDPHE-COVID,CDPHE,2022-11-28,UTEP,innovaprep ultrafiltration,public,"activ_sars2_vcf,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX19475482,MHV,qiagen EZ1 RNA extraction kit,USA,North America,"USA: Colorado\, Larimer\, county",Illumina MiSeq,wastewater,UTEP20221128,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,SARS-CoV-2 Colorado wastewater genomic surveillance Raw sequence reads,public health surveillance community-level,diversity of mutations across entire genome,2023-02-22T00:00:00Z,2024-02-17T18:39:00Z,3,UTEP20221128,CDPHE,SRP393881,5818,census blocks clipped to wastewater service area polygon,24 hours,raw wastewater,wastewater treatment plant,composite,UTEP20221128,copies/L,n2,no,SARS-CoV-2,110000.0,0.4795,NaN,,
SRR23590334,AMPLICON,302,78140084,PRJNA850375,SAMN33417210,SARS-CoV-2: wastewater surveillance,39641964,CDPHE-COVID,CDPHE,2022-11-28,WP,innovaprep ultrafiltration,public,"activ_sars2_vcf,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX19475481,MHV,qiagen EZ1 RNA extraction kit,USA,North America,"USA: Colorado\, Teller\, county",Illumina MiSeq,wastewater,WP20221128,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,SARS-CoV-2 Colorado wastewater genomic surveillance Raw sequence reads,public health surveillance community-level,diversity of mutations across entire genome,2023-02-22T00:00:00Z,2024-02-20T21:16:00Z,3,WP20221128,CDPHE,SRP393881,6379,census blocks clipped to wastewater service area polygon,24 hours,raw wastewater,wastewater treatment plant,composite,WP20221128,copies/L,n2,no,SARS-CoV-2,863000.0,0.634,NaN,,
SRR23590335,AMPLICON,302,49021848,PRJNA850375,SAMN33417209,SARS-CoV-2: wastewater surveillance,25733199,CDPHE-COVID,CDPHE,2022-11-28,FC,innovaprep ultrafiltration,public,"activ_sars2_vcf,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX19475480,MHV,qiagen EZ1 RNA extraction kit,USA,North America,"USA: Colorado\, Summit\, county",Illumina MiSeq,wastewater,FC20221128,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,SARS-CoV-2 Colorado wastewater genomic surveillance Raw sequence reads,public health surveillance community-level,diversity of mutations across entire genome,2023-02-22T00:00:00Z,2024-02-18T08:17:00Z,3,FC20221128,CDPHE,SRP393881,14286,census blocks clipped to wastewater service area polygon,24 hours,raw wastewater,wastewater treatment plant,composite,FC20221128,copies/L,n2,no,SARS-CoV-2,378000.0,0.48,NaN,,
SRR23590336,AMPLICON,302,69533386,PRJNA850375,SAMN33417208,SARS-CoV-2: wastewater surveillance,35920390,CDPHE-COVID,CDPHE,2022-11-28,SV,innovaprep ultrafiltration,public,"activ_sars2_vcf,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX19475479,MHV,qiagen EZ1 RNA extraction kit,USA,North America,"USA: Colorado\, Pitkin\, county",Illumina MiSeq,wastewater,SV20221128,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,SARS-CoV-2 Colorado wastewater genomic surveillance Raw sequence reads,public health surveillance community-level,diversity of mutations across entire genome,2023-02-22T00:00:00Z,2024-02-19T14:08:00Z,3,SV20221128,CDPHE,SRP393881,17571,census blocks clipped to wastewater service area polygon,24 hours,raw wastewater,wastewater treatment plant,composite,SV20221128,copies/L,n2,no,SARS-CoV-2,419000.0,0.599,NaN,,
SRR23590337,AMPLICON,302,90226124,PRJNA850375,SAMN33417207,SARS-CoV-2: wastewater surveillance,48002830,CDPHE-COVID,CDPHE,2022-11-22,CS,innovaprep ultrafiltration,public,"activ_sars2_vcf,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX19475478,MHV,qiagen EZ1 RNA extraction kit,USA,North America,"USA: Colorado\, Chaffee\, county",Illumina MiSeq,wastewater,CS20221122,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,SARS-CoV-2 Colorado wastewater genomic surveillance Raw sequence reads,public health surveillance community-level,diversity of mutations across entire genome,2023-02-22T00:00:00Z,2024-02-17T00:19:00Z,3,CS20221122,CDPHE,SRP393881,19286,census blocks clipped to wastewater service area polygon,24 hours,raw wastewater,wastewater treatment plant,composite,CS20221122,copies/L,n2,no,SARS-CoV-2,131000.0,0.6034,NaN,,
SRR23590338,AMPLICON,302,64744572,PRJNA850375,SAMN33417206,SARS-CoV-2: wastewater surveillance,33358523,CDPHE-COVID,CDPHE,2022-11-22,KS,innovaprep ultrafiltration,public,"activ_sars2_vcf,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX19475477,MHV,qiagen EZ1 RNA extraction kit,USA,North America,"USA: Colorado\, Summit\, county",Illumina MiSeq,wastewater,KS20221122,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,SARS-CoV-2 Colorado wastewater genomic surveillance Raw sequence reads,public health surveillance community-level,diversity of mutations across entire genome,2023-02-22T00:00:00Z,2024-02-06T21:55:00Z,3,KS20221122,CDPHE,SRP393881,18571,census blocks clipped to wastewater service area polygon,24 hours,raw wastewater,wastewater treatment plant,composite,KS20221122,copies/L,n2,no,SARS-CoV-2,590000.0,0.8413,NaN,,
SRR23590339,AMPLICON,302,110531094,PRJNA850375,SAMN33416657,SARS-CoV-2: wastewater surveillance,62840855,CDPHE-COVID,CDPHE,2022-10-27,SP,innovaprep ultrafiltration,public,"activ_sars2_vcf,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX19475476,MHV,qiagen EZ1 RNA extraction kit,USA,North America,"USA: Colorado\, Adams\, county",Illumina MiSeq,wastewater,SP20221027,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,SARS-CoV-2 Colorado wastewater genomic surveillance Raw sequence reads,public health surveillance community-level,diversity of mutations across entire genome,2023-02-22T00:00:00Z,2024-02-04T18:42:00Z,3,SP20221027,CDPHE,SRP393881,54561,census blocks clipped to wastewater service area polygon,24 hours,raw wastewater,wastewater treatment plant,composite,SP20221027,copies/L,n1,no,SARS-CoV-2,163076.6078,3.5,NaN,,
SRR23590340,AMPLICON,302,91875044,PRJNA850375,SAMN33417205,SARS-CoV-2: wastewater surveillance,48181300,CDPHE-COVID,CDPHE,2022-11-13,NL,innovaprep ultrafiltration,public,"activ_sars2_vcf,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX19475475,MHV,qiagen EZ1 RNA extraction kit,USA,North America,"USA: Colorado\, Boulder\, county",Illumina MiSeq,wastewater,NL20221113,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,SARS-CoV-2 Colorado wastewater genomic surveillance Raw sequence reads,public health surveillance community-level,diversity of mutations across entire genome,2023-02-22T00:00:00Z,2024-02-07T13:41:00Z,3,NL20221113,CDPHE,SRP393881,1786,census blocks clipped to wastewater service area polygon,NaN,raw wastewater,wastewater treatment plant,composite,NL20221113,copies/L,n2,no,SARS-CoV-2,110000.0,,NaN,,
SRR23590341,AMPLICON,302,79800178,PRJNA850375,SAMN33417204,SARS-CoV-2: wastewater surveillance,40796294,CDPHE-COVID,CDPHE,2022-11-10,PW,innovaprep ultrafiltration,public,"activ_sars2_vcf,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX19475474,MHV,qiagen EZ1 RNA extraction kit,USA,North America,"USA: Colorado\, Douglas\, county",Illumina MiSeq,wastewater,PW20221110,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,SARS-CoV-2 Colorado wastewater genomic surveillance Raw sequence reads,public health surveillance community-level,diversity of mutations across entire genome,2023-02-22T00:00:00Z,2024-02-17T09:42:00Z,3,PW20221110,CDPHE,SRP393881,14286,census blocks clipped to wastewater service area polygon,24 hours,raw wastewater,wastewater treatment plant,composite,PW20221110,copies/L,n2,no,SARS-CoV-2,574000.0,0.8807,NaN,,
SRR23590342,AMPLICON,302,66467482,PRJNA850375,SAMN33417203,SARS-CoV-2: wastewater surveillance,34333862,CDPHE-COVID,CDPHE,2022-11-04,WS,innovaprep ultrafiltration,public,"activ_sars2_vcf,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX19475473,MHV,qiagen EZ1 RNA extraction kit,USA,North America,"USA: Colorado\, Weld\, county",Illumina MiSeq,wastewater,WS20221104,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,SARS-CoV-2 Colorado wastewater genomic surveillance Raw sequence reads,public health surveillance community-level,diversity of mutations across entire genome,2023-02-22T00:00:00Z,2024-02-04T23:08:00Z,3,WS20221104,CDPHE,SRP393881,20000,census blocks clipped to wastewater service area polygon,24 hours,raw wastewater,wastewater treatment plant,composite,WS20221104,copies/L,n2,no,SARS-CoV-2,54000.0,1.798,NaN,,
SRR23590343,AMPLICON,302,88664784,PRJNA850375,SAMN33417202,SARS-CoV-2: wastewater surveillance,46924651,CDPHE-COVID,CDPHE,2022-11-02,GJ,innovaprep ultrafiltration,public,"activ_sars2_vcf,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX19475472,MHV,qiagen EZ1 RNA extraction kit,USA,North America,"USA: Colorado\, Mesa\, county",Illumina MiSeq,wastewater,GJ20221102,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,SARS-CoV-2 Colorado wastewater genomic surveillance Raw sequence reads,public health surveillance community-level,diversity of mutations across entire genome,2023-02-22T00:00:00Z,2024-02-16T19:19:00Z,3,GJ20221102,CDPHE,SRP393881,89286,census blocks clipped to wastewater service area polygon,24 hours,raw wastewater,wastewater treatment plant,composite,GJ20221102,copies/L,n2,no,SARS-CoV-2,61700.0,7.84,NaN,,
SRR23590344,AMPLICON,302,105149152,PRJNA850375,SAMN33417201,SARS-CoV-2: wastewater surveillance,55060339,CDPHE-COVID,CDPHE,2022-12-01,VA,innovaprep ultrafiltration,public,"activ_sars2_vcf,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX19475471,MHV,qiagen EZ1 RNA extraction kit,USA,North America,"USA: Colorado\, Eagle\, county",Illumina MiSeq,wastewater,VA20221201,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,SARS-CoV-2 Colorado wastewater genomic surveillance Raw sequence reads,public health surveillance community-level,diversity of mutations across entire genome,2023-02-22T00:00:00Z,2024-02-06T17:27:00Z,3,VA20221201,CDPHE,SRP393881,19286,census blocks clipped to wastewater service area polygon,24 hours,raw wastewater,wastewater treatment plant,composite,VA20221201,copies/L,n2,no,SARS-CoV-2,71100.0,0.9942799999999999,NaN,,
SRR23590345,AMPLICON,302,84340446,PRJNA850375,SAMN33417200,SARS-CoV-2: wastewater surveillance,42686012,CDPHE-COVID,CDPHE,2022-12-01,BH,innovaprep ultrafiltration,public,"activ_sars2_vcf,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX19475470,MHV,qiagen EZ1 RNA extraction kit,USA,North America,"USA: Colorado\, Morgan\, county",Illumina MiSeq,wastewater,BH20221201,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,SARS-CoV-2 Colorado wastewater genomic surveillance Raw sequence reads,public health surveillance community-level,diversity of mutations across entire genome,2023-02-22T00:00:00Z,2024-02-06T12:09:00Z,3,BH20221201,CDPHE,SRP393881,12000,census blocks clipped to wastewater service area polygon,24 hours,raw wastewater,wastewater treatment plant,composite,BH20221201,copies/L,n2,no,SARS-CoV-2,303000.0,0.642,NaN,,
SRR23590346,AMPLICON,302,99045430,PRJNA850375,SAMN33417199,SARS-CoV-2: wastewater surveillance,50455916,CDPHE-COVID,CDPHE,2022-12-01,ST,innovaprep ultrafiltration,public,"activ_sars2_vcf,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX19475469,MHV,qiagen EZ1 RNA extraction kit,USA,North America,"USA: Colorado\, La Plata\, county",Illumina MiSeq,wastewater,ST20221201,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,SARS-CoV-2 Colorado wastewater genomic surveillance Raw sequence reads,public health surveillance community-level,diversity of mutations across entire genome,2023-02-22T00:00:00Z,2024-02-06T18:36:00Z,3,ST20221201,CDPHE,SRP393881,23429,census blocks clipped to wastewater service area polygon,24 hours,raw wastewater,wastewater treatment plant,composite,ST20221201,copies/L,n2,no,SARS-CoV-2,399000.0,0.537,NaN,,
SRR23590347,AMPLICON,302,100566302,PRJNA850375,SAMN33417198,SARS-CoV-2: wastewater surveillance,54117849,CDPHE-COVID,CDPHE,2022-11-03,SW,innovaprep ultrafiltration,public,"activ_sars2_vcf,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX19475468,MHV,qiagen EZ1 RNA extraction kit,USA,North America,"USA: Colorado\, El Paso\, county",Illumina MiSeq,wastewater,SW20221103,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,SARS-CoV-2 Colorado wastewater genomic surveillance Raw sequence reads,public health surveillance community-level,diversity of mutations across entire genome,2023-02-22T00:00:00Z,2024-02-01T05:16:00Z,3,SW20221103,CDPHE,SRP393881,9286,census blocks clipped to wastewater service area polygon,24 hours,raw wastewater,wastewater treatment plant,composite,SW20221103,copies/L,n2,no,SARS-CoV-2,66200.0,0.415,NaN,,
SRR23590348,AMPLICON,302,68320554,PRJNA850375,SAMN33417197,SARS-CoV-2: wastewater surveillance,35745810,CDPHE-COVID,CDPHE,2022-11-28,PG,innovaprep ultrafiltration,public,"activ_sars2_vcf,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX19475467,MHV,qiagen EZ1 RNA extraction kit,USA,North America,"USA: Colorado\, Archuleta\, county",Illumina MiSeq,wastewater,PG20221128,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,SARS-CoV-2 Colorado wastewater genomic surveillance Raw sequence reads,public health surveillance community-level,diversity of mutations across entire genome,2023-02-22T00:00:00Z,2024-02-16T20:38:00Z,3,PG20221128,CDPHE,SRP393881,27857,census blocks clipped to wastewater service area polygon,24 hours,raw wastewater,wastewater treatment plant,composite,PG20221128,copies/L,n2,no,SARS-CoV-2,61100.0,0.9866360000000001,NaN,,
SRR23590349,AMPLICON,302,84834518,PRJNA850375,SAMN33417196,SARS-CoV-2: wastewater surveillance,45774876,CDPHE-COVID,CDPHE,2022-12-01,CS,innovaprep ultrafiltration,public,"activ_sars2_vcf,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX19475466,MHV,qiagen EZ1 RNA extraction kit,USA,North America,"USA: Colorado\, Chaffee\, county",Illumina MiSeq,wastewater,CS20221201,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,SARS-CoV-2 Colorado wastewater genomic surveillance Raw sequence reads,public health surveillance community-level,diversity of mutations across entire genome,2023-02-22T00:00:00Z,2024-02-07T10:51:00Z,3,CS20221201,CDPHE,SRP393881,19286,census blocks clipped to wastewater service area polygon,24 hours,raw wastewater,wastewater treatment plant,composite,CS20221201,copies/L,n2,no,SARS-CoV-2,223000.0,0.588,NaN,,
SRR23590350,AMPLICON,302,109010524,PRJNA850375,SAMN33416656,SARS-CoV-2: wastewater surveillance,60578891,CDPHE-COVID,CDPHE,2022-10-27,SO,innovaprep ultrafiltration,public,"activ_sars2_vcf,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX19475465,MHV,qiagen EZ1 RNA extraction kit,USA,North America,"USA: Colorado\, Pueblo\, county",Illumina MiSeq,wastewater,SO20221027,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,SARS-CoV-2 Colorado wastewater genomic surveillance Raw sequence reads,public health surveillance community-level,diversity of mutations across entire genome,2023-02-22T00:00:00Z,2024-02-06T04:43:00Z,3,SO20221027,CDPHE,SRP393881,96515,census blocks clipped to wastewater service area polygon,24 hours,raw wastewater,wastewater treatment plant,composite,SO20221027,copies/L,n1,no,SARS-CoV-2,363171.5175,11.26,NaN,,
SRR23590351,AMPLICON,302,26661466,PRJNA850375,SAMN33416602,SARS-CoV-2: wastewater surveillance,12588176,CDPHE-COVID,CDPHE,2022-12-05,SI,innovaprep ultrafiltration,public,"activ_sars2_vcf,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX19475464,MHV,qiagen EZ1 RNA extraction kit,USA,North America,"USA: Colorado\, Larimer\, county",Illumina MiSeq,wastewater,SI20221205,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,SARS-CoV-2 Colorado wastewater genomic surveillance Raw sequence reads,public health surveillance community-level,diversity of mutations across entire genome,2023-02-22T00:00:00Z,2024-02-07T05:14:00Z,3,SI20221205,CDPHE,SRP393881,26621,census blocks clipped to wastewater service area polygon,24 hours,raw wastewater,wastewater treatment plant,composite,SI20221205,copies/L,n1,no,SARS-CoV-2,263942.4644,2.93,NaN,,
SRR23590352,AMPLICON,302,80809462,PRJNA850375,SAMN33417195,SARS-CoV-2: wastewater surveillance,42043703,CDPHE-COVID,CDPHE,2022-12-01,PG,innovaprep ultrafiltration,public,"activ_sars2_vcf,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX19475463,MHV,qiagen EZ1 RNA extraction kit,USA,North America,"USA: Colorado\, Archuleta\, county",Illumina MiSeq,wastewater,PG20221201,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,SARS-CoV-2 Colorado wastewater genomic surveillance Raw sequence reads,public health surveillance community-level,diversity of mutations across entire genome,2023-02-22T00:00:00Z,2024-02-18T02:11:00Z,3,PG20221201,CDPHE,SRP393881,27857,census blocks clipped to wastewater service area polygon,24 hours,raw wastewater,wastewater treatment plant,composite,PG20221201,copies/L,n2,no,SARS-CoV-2,147000.0,0.948,NaN,,
SRR23590353,AMPLICON,302,95409954,PRJNA850375,SAMN33417172,SARS-CoV-2: wastewater surveillance,50871412,CDPHE-COVID,CDPHE,2022-10-13,SW,innovaprep ultrafiltration,public,"activ_sars2_vcf,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX19475462,MHV,qiagen EZ1 RNA extraction kit,USA,North America,"USA: Colorado\, El Paso\, county",Illumina MiSeq,wastewater,SW20221013,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,SARS-CoV-2 Colorado wastewater genomic surveillance Raw sequence reads,public health surveillance community-level,diversity of mutations across entire genome,2023-02-22T00:00:00Z,2024-02-06T17:59:00Z,3,SW20221013,CDPHE,SRP393881,9286,census blocks clipped to wastewater service area polygon,24 hours,raw wastewater,wastewater treatment plant,composite,SW20221013,copies/L,n2,no,SARS-CoV-2,206000.0,0.478,NaN,,
SRR23590354,AMPLICON,302,110284662,PRJNA850375,SAMN33417171,SARS-CoV-2: wastewater surveillance,58791564,CDPHE-COVID,CDPHE,2022-10-17,EL,innovaprep ultrafiltration,public,"activ_sars2_vcf,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX19475461,MHV,qiagen EZ1 RNA extraction kit,USA,North America,"USA: Colorado\, Elbert\, county",Illumina MiSeq,wastewater,EL20221017,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,SARS-CoV-2 Colorado wastewater genomic surveillance Raw sequence reads,public health surveillance community-level,diversity of mutations across entire genome,2023-02-22T00:00:00Z,2024-02-07T10:35:00Z,3,EL20221017,CDPHE,SRP393881,3571,census blocks clipped to wastewater service area polygon,0,raw wastewater,wastewater treatment plant,grab,EL20221017,copies/L,n2,no,SARS-CoV-2,8660.0,NaN,0.368,,
SRR23590355,AMPLICON,302,100399598,PRJNA850375,SAMN33417170,SARS-CoV-2: wastewater surveillance,53688308,CDPHE-COVID,CDPHE,2022-10-13,NW,innovaprep ultrafiltration,public,"activ_sars2_vcf,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX19475460,MHV,qiagen EZ1 RNA extraction kit,USA,North America,"USA: Colorado\, El Paso\, county",Illumina MiSeq,wastewater,NW20221013,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,SARS-CoV-2 Colorado wastewater genomic surveillance Raw sequence reads,public health surveillance community-level,diversity of mutations across entire genome,2023-02-22T00:00:00Z,2024-02-06T07:23:00Z,3,NW20221013,CDPHE,SRP393881,10000,census blocks clipped to wastewater service area polygon,24 hours,raw wastewater,wastewater treatment plant,composite,NW20221013,copies/L,n2,no,SARS-CoV-2,311000.0,0.315,NaN,,
SRR23590356,AMPLICON,302,102858784,PRJNA850375,SAMN33417169,SARS-CoV-2: wastewater surveillance,55730964,CDPHE-COVID,CDPHE,2022-10-17,BR,innovaprep ultrafiltration,public,"activ_sars2_vcf,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX19475459,MHV,qiagen EZ1 RNA extraction kit,USA,North America,"USA: Colorado\, Summit\, county",Illumina MiSeq,wastewater,BR20221017,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,SARS-CoV-2 Colorado wastewater genomic surveillance Raw sequence reads,public health surveillance community-level,diversity of mutations across entire genome,2023-02-22T00:00:00Z,2024-02-06T06:44:00Z,3,BR20221017,CDPHE,SRP393881,28571,census blocks clipped to wastewater service area polygon,24 hours,raw wastewater,wastewater treatment plant,composite,BR20221017,copies/L,n2,no,SARS-CoV-2,246000.0,1.028,NaN,,
SRR23590357,AMPLICON,302,100258564,PRJNA850375,SAMN33417168,SARS-CoV-2: wastewater surveillance,54324434,CDPHE-COVID,CDPHE,2022-10-17,BT,innovaprep ultrafiltration,public,"activ_sars2_vcf,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX19475458,MHV,qiagen EZ1 RNA extraction kit,USA,North America,"USA: Colorado\, Adams\, county",Illumina MiSeq,wastewater,BT20221017,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,SARS-CoV-2 Colorado wastewater genomic surveillance Raw sequence reads,public health surveillance community-level,diversity of mutations across entire genome,2023-02-22T00:00:00Z,2024-02-06T23:27:00Z,3,BT20221017,CDPHE,SRP393881,21429,census blocks clipped to wastewater service area polygon,24 hours,raw wastewater,wastewater treatment plant,composite,BT20221017,copies/L,n2,no,SARS-CoV-2,61700.0,1.604,NaN,,
SRR23590358,AMPLICON,302,109421848,PRJNA850375,SAMN33417167,SARS-CoV-2: wastewater surveillance,58949447,CDPHE-COVID,CDPHE,2022-10-13,PR,innovaprep ultrafiltration,public,"activ_sars2_vcf,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX19475457,MHV,qiagen EZ1 RNA extraction kit,USA,North America,"USA: Colorado\, La Plata\, county",Illumina MiSeq,wastewater,PR20221013,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,SARS-CoV-2 Colorado wastewater genomic surveillance Raw sequence reads,public health surveillance community-level,diversity of mutations across entire genome,2023-02-22T00:00:00Z,2024-02-02T09:58:00Z,3,PR20221013,CDPHE,SRP393881,1786,census blocks clipped to wastewater service area polygon,24 hours,raw wastewater,wastewater treatment plant,composite,PR20221013,copies/L,n2,no,SARS-CoV-2,13800.0,0.062,NaN,,
